country	lifeExp	I.year...offset.	.fitted	.se.fit	.resid	.hat	.sigma	.cooksd	.std.resid
49	Argentina	62.485	0	62.6884358974359	0.158728937803766	-0.203435897435868	0.294871794871795	0.297347871298345	0.143629370014807	-0.828808225094238
50	Argentina	64.399	5	63.8469778554779	0.1386355162331	0.552022144522139	0.224941724941725	0.226388672960416	0.667736818769114	2.14511128612473
51	Argentina	65.142	10	65.0055198135198	0.120165514575286	0.136480186480174	0.168997668997669	0.304050435566088	0.0266751249543101	0.512187520784346
52	Argentina	65.634	15	66.1640617715618	0.104185936153048	-0.530061771561777	0.127039627039627	0.243260552057885	0.274090596157796	-1.94083996061002
53	Argentina	67.065	20	67.3226037296037	0.092003704045269	-0.257603729603736	0.0990675990675991	0.29453885686972	0.0473960922741597	-0.928467165980644
54	Argentina	68.481	25	68.4811456876457	0.0852623462674509	-0.000145687645695829	0.0850815850815851	0.308118824791802	1.26242998853875e-08	-0.000521065173796201
55	Argentina	69.942	30	69.6396876456877	0.0852623462674509	0.302312354312346	0.0850815850815851	0.289548155816	0.0543592733941621	1.08124775225887
56	Argentina	70.774	35	70.7982296037296	0.092003704045269	-0.0242296037296021	0.0990675990675991	0.308001314192557	0.000419305796506657	-0.0873294479946512
57	Argentina	71.868	40	71.9567715617716	0.104185936153048	-0.0887715617715649	0.127039627039627	0.306486851681553	0.0076875665628747	-0.325040219264207
58	Argentina	73.275	45	73.1153135198135	0.120165514575286	0.15968648018649	0.168997668997669	0.302535462538176	0.0365177107687049	0.599276895048628
59	Argentina	74.34	50	74.2738554778555	0.1386355162331	0.0661445221445314	0.224941724941725	0.307099341849522	0.00958694179042069	0.257032009269098
60	Argentina	75.32	55	75.4323974358974	0.158728937803766	-0.112397435897436	0.294871794871795	0.304871332356665	0.0438430627490463	-0.457912888165001
61	Australia	69.12	0	68.4005128205128	0.337003487296149	0.719487179487206	0.294871794871795	0.588539774065074	0.398545240256599	1.38061070967235
62	Australia	70.33	5	69.5391317016317	0.294342374365389	0.79086829836829	0.224941724941725	0.58162123254346	0.304049356611559	1.44750212630764
63	Australia	70.93	10	70.6777505827506	0.255128006429882	0.252249417249416	0.168997668997669	0.647643612725356	0.0202148731911559	0.445873100630803
64	Australia	71.1	15	71.8163694638695	0.221201151451024	-0.716369463869476	0.127039627039627	0.602188826352824	0.111060270935756	-1.2354410342831
65	Australia	71.93	20	72.9549883449884	0.195336587873789	-1.02498834498834	0.0990675990675991	0.54624208005123	0.166463693948117	-1.74002322784966
66	Australia	73.49	25	74.0936072261072	0.181023752976321	-0.603607226107235	0.0850815850815851	0.619437648765169	0.048074429908359	-1.01682324911801
67	Australia	74.74	30	75.2322261072261	0.181023752976321	-0.492226107226114	0.0850815850815851	0.631289025196336	0.0319694063180344	-0.829193104393762
68	Australia	76.32	35	76.370844988345	0.195336587873789	-0.0508449883449956	0.0990675990675991	0.65393515306839	0.000409617004912795	-0.0863146016953428
69	Australia	77.56	40	77.5094638694639	0.221201151451024	0.0505361305361337	0.127039627039627	0.653930388987927	0.000552698860898285	0.087153923397274
70	Australia	78.83	45	78.6480827505827	0.255128006429882	0.18191724941725	0.168997668997669	0.650788076698517	0.0105137692194645	0.321554788670516
71	Australia	80.37	50	79.7867016317016	0.294342374365389	0.583298368298377	0.224941724941725	0.615771213643688	0.165393058013632	1.0675932138457
72	Australia	81.235	55	80.9253205128205	0.33700348729615	0.309679487179492	0.294871794871795	0.642524927787468	0.0738339980488996	0.594238269638899
73	Austria	66.8	0	66.4484615384616	0.221231845219562	0.351538461538514	0.294871794871795	0.406142577094909	0.220775414898744	1.02756139431226
74	Austria	67.48	5	67.6584230769231	0.193226210000427	-0.178423076923094	0.224941724941725	0.424100351454226	0.035909661367877	-0.49745387798432
75	Austria	69.54	10	68.8683846153846	0.167483250937611	0.671615384615371	0.168997668997669	0.352298019326079	0.332525883908436	1.80837498105139
76	Austria	70.14	15	70.0783461538462	0.145211372418819	0.0616538461538301	0.127039627039627	0.428883520000408	0.00190887923426327	0.161968993887645
77	Austria	70.63	20	71.2883076923077	0.128232126382228	-0.65830769230771	0.0990675990675991	0.361908712820133	0.159335680591825	-1.70236155071492
78	Austria	72.17	25	72.4982692307693	0.118836215081443	-0.328269230769239	0.0850815850815851	0.413929985087882	0.0329943170857655	-0.842379846516491
79	Austria	73.18	30	73.7082307692308	0.118836215081443	-0.528230769230769	0.0850815850815851	0.387993197221145	0.0854331026906974	-1.35550612912211
80	Austria	74.94	35	74.9181923076923	0.128232126382228	0.0218076923076866	0.0990675990675991	0.429378901331265	0.000174853609521226	0.0563939588253727
81	Austria	76.04	40	76.1281538461539	0.145211372418819	-0.0881538461538405	0.127039627039627	0.428294035816013	0.00390247954521747	-0.231586359320371
82	Austria	77.51	45	77.3381153846154	0.167483250937611	0.171884615384624	0.168997668997669	0.42482302267201	0.0217800161831542	0.462812266081734
83	Austria	78.98	50	78.5480769230769	0.193226210000427	0.431923076923087	0.224941724941725	0.397089791911653	0.210436988050516	1.20422656817493
84	Austria	79.829	55	79.7580384615385	0.221231845219562	0.0709615384615404	0.294871794871795	0.42852236130851	0.0089960333985381	0.207423498085983
85	Bahrain	50.939	0	52.7492051282051	0.890329904800452	-1.81020512820511	0.294871794871795	1.57181005355114	0.361454767506754	-1.31479911551641
86	Bahrain	53.832	5	55.0867435897436	0.777623460961943	-1.2547435897436	0.224941724941725	1.66169702337512	0.109650999152285	-0.869267540136174
87	Bahrain	56.923	10	57.424282051282	0.674022976732683	-0.501282051282055	0.168997668997669	1.71852824421505	0.0114377830761686	-0.335387358824723
88	Bahrain	59.923	15	59.7618205128205	0.584391579129487	0.161179487179484	0.127039627039627	1.72731907712062	0.000805510128404641	0.105215121368938
89	Bahrain	63.3	20	62.099358974359	0.516059958551362	1.20064102564102	0.0990675990675991	1.67605316816314	0.0327246416582825	0.771494317799247
90	Bahrain	65.593	25	64.4368974358974	0.478246863399357	1.15610256410256	0.0850815850815851	1.68066039525826	0.0252676515478193	0.737175402726248
91	Bahrain	69.052	30	66.7744358974359	0.478246863399357	2.27756410256411	0.0850815850815851	1.53524360236832	0.098064850054204	1.45226235688341
92	Bahrain	70.75	35	69.1119743589744	0.516059958551362	1.63802564102564	0.0990675990675991	1.62973318389323	0.0609101870388331	1.05254397232183
93	Bahrain	72.601	40	71.4495128205128	0.584391579129487	1.15148717948718	0.127039627039627	1.67874157345157	0.0411121018085427	0.751670485274631
94	Bahrain	73.925	45	73.7870512820513	0.674022976732683	0.137948717948715	0.168997668997669	1.7275396869857	0.000866189437457459	0.0922958562903814
95	Bahrain	74.795	50	76.1245897435897	0.777623460961942	-1.32958974358974	0.224941724941725	1.65333225765993	0.12312264444368	-0.921119832966607
96	Bahrain	75.635	55	78.4621282051282	0.890329904800452	-2.8271282051282	0.294871794871795	1.31433987578971	0.881636135798541	-2.05341682311977
97	Bangladesh	37.484	0	36.1354871794872	0.530363621015226	1.34851282051282	0.294871794871795	0.879412987753934	0.565279196383623	1.64423514136379
98	Bangladesh	39.348	5	38.626141025641	0.463225139713356	0.721858974358972	0.224941724941725	0.992580170643435	0.102273191838035	0.839514247486968
99	Bangladesh	41.216	10	41.1167948717949	0.401511018174244	0.0992051282051283	0.168997668997669	1.02888324926149	0.00126240951524228	0.111423267821263
100	Bangladesh	43.453	15	43.6074487179487	0.34811818891716	-0.154448717948716	0.127039627039627	1.02804690265582	0.00208436873020376	-0.169250489079429
101	Bangladesh	45.252	20	46.0981025641025	0.307413495607128	-0.846102564102562	0.0990675990675991	0.985711258501834	0.0457982656238808	-0.912682656365093
102	Bangladesh	46.923	25	48.5887564102564	0.284888485542341	-1.66575641025641	0.0850815850815851	0.850259555558667	0.147825584361937	-1.78304867229813
103	Bangladesh	50.009	30	51.0794102564102	0.284888485542341	-1.07041025641026	0.0850815850815851	0.959567124517274	0.0610417732822995	-1.14578192510922
104	Bangladesh	52.819	35	53.5700641025641	0.307413495607128	-0.7510641025641	0.0990675990675991	0.995161834239035	0.0360875185090503	-0.810165586669437
105	Bangladesh	56.018	40	56.0607179487179	0.34811818891716	-0.0427179487179487	0.127039627039627	1.02940972283452	0.0001594508042176	-0.046811872633242
106	Bangladesh	59.412	45	58.5513717948718	0.401511018174244	0.860628205128205	0.168997668997669	0.980245973526346	0.0950086536673595	0.966623487409349
107	Bangladesh	62.013	50	61.0420256410256	0.463225139713356	0.970974358974358	0.224941724941725	0.961644220819348	0.185042979478521	1.12923276880691
108	Bangladesh	64.062	55	63.5326794871795	0.530363621015227	0.52932051282051	0.294871794871795	1.0078526848421	0.0870944121954677	0.645397933920429
109	Belgium	68	0	67.8919230769231	0.159052196876879	0.108076923076994	0.294871794871795	0.305751062338648	0.0403726165606034	0.43941600679649
110	Belgium	69.24	5	68.9373461538462	0.138917854092208	0.302653846153819	0.224941724941725	0.286692795335438	0.199902209522804	1.17369691532489
111	Belgium	70.25	10	69.9827692307693	0.120410237392682	0.267230769230749	0.168997668997669	0.292875311933849	0.101852817572955	1.00083454093979
112	Belgium	70.94	15	71.0281923076923	0.104398115794758	-0.0881923076923261	0.127039627039627	0.307138925467226	0.00755675700702441	-0.322262956003531
113	Belgium	71.44	20	72.0736153846154	0.0921910739886714	-0.633615384615399	0.0990675990675991	0.214036406308665	0.285576552567202	-2.27906417912599
114	Belgium	72.8	25	73.1190384615385	0.0854359871133307	-0.319038461538473	0.0850815850815851	0.288033120589047	0.0602949324214062	-1.13875108168968
115	Belgium	73.93	30	74.1644615384616	0.0854359871133307	-0.234461538461536	0.0850815850815851	0.297738583167489	0.032564015192011	-0.836868787701024
116	Belgium	75.35	35	75.2098846153846	0.0921910739886714	0.140115384615378	0.0990675990675991	0.304800032709367	0.013965058707004	0.503983902182555
117	Belgium	76.46	40	76.2553076923077	0.104398115794758	0.204692307692304	0.127039627039627	0.299985605276968	0.0407077490303826	0.747964872154559
118	Belgium	77.53	45	77.3007307692308	0.120410237392682	0.229269230769239	0.168997668997669	0.297146515082882	0.0749707182490147	0.858660722300342
119	Belgium	78.32	50	78.3461538461539	0.138917854092208	-0.0261538461538423	0.224941724941725	0.308587482467844	0.00149278179204898	-0.101425073379194
120	Belgium	79.441	55	79.3915769230769	0.159052196876879	0.0494230769230937	0.294871794871795	0.308122368450257	0.00844268357546645	0.200942907022531
121	Benin	38.223	0	39.5885128205128	0.63788185975138	-1.36551282051281	0.294871794871795	1.11328400135669	0.400692633149837	-1.38432513218036
122	Benin	40.358	5	41.2596771561772	0.557132695184358	-0.901677156177163	0.224941724941725	1.19023842995161	0.110312867655834	-0.871887102255255
123	Benin	42.618	10	42.9308414918415	0.482907546511951	-0.312841491841493	0.168997668997669	1.23293758787922	0.00867855981352518	-0.292145763028957
124	Benin	44.885	15	44.6020058275058	0.418690628393204	0.282994172494168	0.127039627039627	1.23411005684208	0.0048375767633881	0.257843740311723
125	Benin	47.014	20	46.2731701631702	0.369734055128411	0.740829836829837	0.0990675990675991	1.21059261587095	0.0242720741536873	0.664429225563969
126	Benin	49.19	25	47.9443344988345	0.342642650775411	1.2456655011655	0.0850815850815851	1.15964601500339	0.0571473955079872	1.10862997611417
127	Benin	50.904	30	49.6154988344988	0.342642650775411	1.28850116550117	0.0850815850815851	1.15394793342258	0.0611453168889839	1.14675329371818
128	Benin	52.337	35	51.2866631701632	0.369734055128411	1.05033682983683	0.0990675990675991	1.18201671325796	0.0487895877217685	0.942017251108768
129	Benin	53.919	40	52.9578275058275	0.418690628393204	0.96117249417249	0.127039627039627	1.18980346918413	0.055805313573979	0.87575058100283
130	Benin	54.777	45	54.6289918414919	0.482907546511951	0.14800815850816	0.168997668997669	1.23704969892587	0.00194254136266095	0.138216820752746
131	Benin	54.406	50	56.3001561771562	0.557132695184358	-1.89415617715618	0.224941724941725	1.00939377494559	0.486805649508692	-1.83157611258713
132	Benin	56.728	55	57.9713205128205	0.63788185975138	-1.24332051282051	0.294871794871795	1.1356201687522	0.332189569373197	-1.26044941314168
133	Bolivia	40.414	0	38.7564487179487	0.643178424370859	1.65755128205132	0.294871794871795	1.06106213034131	0.580726052638888	1.66654896992033
134	Bolivia	41.89	5	41.2561095571096	0.561758770180155	0.633890442890437	0.224941724941725	1.22522840415814	0.0536253348503341	0.607900043558363
135	Bolivia	43.428	10	43.7557703962704	0.486917303156122	-0.32777039627041	0.168997668997669	1.24274850950525	0.00937035372481675	-0.303566437784033
136	Bolivia	45.032	15	46.2554312354313	0.422167168656818	-1.22343123543125	0.127039627039627	1.16973356142852	0.0889302640344627	-1.10552215038297
137	Bolivia	46.714	20	48.7550920745921	0.372804091193981	-2.04109207459208	0.0990675990675991	1.02224888468207	0.181222752033375	-1.81552252936463
138	Bolivia	50.023	25	51.2547529137529	0.345487737077017	-1.23175291375292	0.0850815850815851	1.17240445586782	0.0549614692397588	-1.08722032591111
139	Bolivia	53.859	30	53.7544137529138	0.345487737077017	0.104586247086245	0.0850815850815851	1.24798241590313	0.000396241807326494	0.0923142071541607
140	Bolivia	57.251	35	56.2540745920746	0.372804091193981	0.996925407925404	0.0990675990675991	1.19842258083803	0.0432327496389923	0.886751048967901
141	Bolivia	59.957	40	58.7537354312354	0.422167168656818	1.20326456876457	0.127039627039627	1.17239307399547	0.0860226288710317	1.08729906104723
142	Bolivia	62.05	45	61.2533962703963	0.486917303156122	0.79660372960373	0.168997668997669	1.21405964706533	0.0553479071819256	0.73777912609831
143	Bolivia	63.883	50	63.7530571095571	0.561758770180155	0.129942890442897	0.224941724941725	1.24754473573864	0.00225344340334764	0.124615049250695
144	Bolivia	65.554	55	66.2527179487179	0.643178424370859	-0.698717948717942	0.294871794871795	1.21731628775946	0.103190843314041	-0.702510800305171
145	Bosnia and Herzegovina	53.82	0	58.0895641025641	1.22541651246341	-4.26956410256409	0.294871794871795	1.66910106332599	1.06145092008483	-2.25310993970683
146	Bosnia and Herzegovina	58.45	5	59.8383403263403	1.07029161258521	-1.38834032634033	0.224941724941725	2.31992524070773	0.0708645387552908	-0.698814082565898
147	Bosnia and Herzegovina	61.93	10	61.5871165501166	0.927699812187136	0.342883449883443	0.168997668997669	2.37542732738531	0.0028249128776253	0.166678003916568
148	Bosnia and Herzegovina	64.79	15	63.3358927738928	0.804334535938499	1.45410722610723	0.127039627039627	2.32147554994059	0.0346081828817449	0.689655265277707
149	Bosnia and Herzegovina	67.45	20	65.084668997669	0.710285469712216	2.365331002331	0.0990675990675991	2.22898514290354	0.0670450710461713	1.10427873632457
150	Bosnia and Herzegovina	69.86	25	66.8334452214452	0.658240951228921	3.02655477855477	0.0850815850815851	2.13212243958489	0.0914121015358828	1.40213633192567
151	Bosnia and Herzegovina	70.69	30	68.5822214452214	0.658240951228921	2.10777855477855	0.0850815850815851	2.26248382282596	0.0443360071976379	0.976487494047615
152	Bosnia and Herzegovina	71.14	35	70.3309976689977	0.710285469712216	0.80900233100233	0.0990675990675991	2.3617065583512	0.00784300610415987	0.377690932424464
153	Bosnia and Herzegovina	72.178	40	72.0797738927739	0.804334535938499	0.0982261072261031	0.127039627039627	2.37847572654906	0.000157920968110733	0.046586765281104
154	Bosnia and Herzegovina	73.244	45	73.8285501165501	0.927699812187136	-0.584550116550116	0.168997668997669	2.3691110550607	0.0082102336125215	-0.28415383317244
155	Bosnia and Herzegovina	74.09	50	75.5773263403263	1.07029161258521	-1.48732634032634	0.224941724941725	2.31111359372657	0.0813297853744409	-0.748638192143431
156	Bosnia and Herzegovina	74.852	55	77.3261025641026	1.22541651246341	-2.47410256410256	0.294871794871795	2.16652364562926	0.356425066943653	-1.30561924944186
157	Botswana	47.622	0	52.9291153846154	3.31904058114133	-5.30711538461534	0.294871794871795	6.08863562987089	0.223559038113495	-1.03401905189084
158	Botswana	49.618	5	53.2324580419581	2.89888479524759	-3.61445804195806	0.224941724941725	6.295776489263	0.0654735356978538	-0.671707292215338
159	Botswana	51.52	10	53.5358006993007	2.51267490885736	-2.01580069930071	0.168997668997669	6.40049734559127	0.0133091256797629	-0.361784973471735
160	Botswana	53.298	15	53.8391433566434	2.17854006245332	-0.54114335664337	0.127039627039627	6.43990739585944	0.000653360576097208	-0.0947587057796927
161	Botswana	56.024	20	54.142486013986	1.92380816986932	1.88151398601397	0.0990675990675991	6.40882853989503	0.00578282753645464	0.324313780000696
162	Botswana	59.319	25	54.4458286713287	1.78284559337787	4.87317132867132	0.0850815850815851	6.21495440568599	0.032305190618838	0.833536361974637
163	Botswana	61.484	30	54.7491713286714	1.78284559337787	6.73482867132867	0.0850815850815851	6.00010372668655	0.0617023992280692	1.15196536518086
164	Botswana	63.622	35	55.052513986014	1.92380816986932	8.56948601398601	0.0990675990675991	5.69674279984607	0.119959566343287	1.47710961625467
165	Botswana	62.745	40	55.3558566433567	2.17854006245332	7.38914335664336	0.127039627039627	5.87879395070657	0.121819397690356	1.29390050288944
166	Botswana	52.556	45	55.6591993006993	2.51267490885736	-3.1031993006993	0.168997668997669	6.34208945153463	0.0315408708829913	-0.55694537514074
167	Botswana	46.634	50	55.962541958042	2.89888479524759	-9.32854195804195	0.224941724941725	5.38835680606096	0.436120958090967	-1.73360697128442
168	Botswana	50.728	55	56.2658846153846	3.31904058114134	-5.5378846153846	0.294871794871795	6.05616381853807	0.243423766498667	-1.07898128917277
169	Brazil	50.917	0	51.5120384615385	0.177152918887192	-0.595038461538445	0.294871794871795	0.249924794748947	0.986492411424626	-2.17209741611059
170	Brazil	53.285	5	53.462486013986	0.154727214217795	-0.177486013986018	0.224941724941725	0.337252723114458	0.0554161297042943	-0.617966968057277
171	Brazil	55.665	10	55.4129335664336	0.134113363014568	0.252066433566429	0.168997668997669	0.331300384244084	0.0730487647647711	0.847582926690763
172	Brazil	57.632	15	57.3633811188811	0.11627900338705	0.268618881118876	0.127039627039627	0.330259420829636	0.0565105891118882	0.881267136548113
173	Brazil	59.504	20	59.3138286713287	0.102682755555276	0.190171328671324	0.0990675990675991	0.337335385565257	0.0207369041401148	0.614139798231616
174	Brazil	61.489	25	61.2642762237762	0.095158915075226	0.224723776223772	0.0850815850815851	0.334846785953952	0.0241143464098459	0.720155271151937
175	Brazil	63.336	30	63.2147237762238	0.0951589150752259	0.121276223776221	0.0850815850815851	0.341275823782005	0.00702309880977378	0.388644732148323
176	Brazil	65.205	35	65.1651713286713	0.102682755555276	0.0398286713286688	0.0990675990675991	0.343598214911266	0.000909589578745503	0.128622817879646
177	Brazil	67.057	40	67.1156188811189	0.11627900338705	-0.0586188811188792	0.127039627039627	0.343246287698336	0.0026911122454575	-0.192312965105485
178	Brazil	69.388	45	69.0660664335664	0.134113363014568	0.321933566433572	0.168997668997669	0.323106454550839	0.119155848819779	1.08251380628929
179	Brazil	71.006	50	71.016513986014	0.154727214217795	-0.0105139860139841	0.224941724941725	0.343859746937479	0.000194465564645825	-0.0366073692982376
180	Brazil	72.39	55	72.9669615384615	0.177152918887192	-0.576961538461537	0.294871794871795	0.256516719284971	0.927464720563347	-2.10611035738322
181	Bulgaria	59.6	0	65.7373076923078	1.36250296692514	-6.13730769230761	0.294871794871795	1.02949015281715	1.77411259140961	-2.91288281720045
182	Bulgaria	66.61	5	66.4657517482518	1.19002435726194	0.144248251748216	0.224941724941725	2.64427712468142	0.000618800630107817	0.0653014071230136
183	Bulgaria	69.51	10	67.1941958041959	1.03148091580708	2.31580419580417	0.168997668997669	2.50561744801091	0.104233717615462	1.01246466543589
184	Bulgaria	70.42	15	67.9226398601399	0.894314855781975	2.49736013986012	0.127039627039627	2.49025269061914	0.082573525279432	1.06527827638315
185	Bulgaria	70.9	20	68.6510839160839	0.789744588883701	2.24891608391607	0.0990675990675991	2.52416970275364	0.0490255021890921	0.9442919936267
186	Bulgaria	70.81	25	69.379527972028	0.731877887950212	1.43047202797202	0.0850815850815851	2.59743723252909	0.016518016612324	0.596028937439325
187	Bulgaria	71.08	30	70.1079720279721	0.731877887950212	0.972027972027962	0.0850815850815851	2.62305923436587	0.00762705159734414	0.405010925065402
188	Bulgaria	71.34	35	70.8364160839161	0.789744588883701	0.503583916083916	0.0990675990675991	2.63892186508674	0.00245821153153757	0.211448645628953
189	Bulgaria	71.19	40	71.5648601398602	0.894314855781975	-0.37486013986014	0.127039627039627	2.64145772893745	0.00186044570658577	-0.159900991971996
190	Bulgaria	70.32	45	72.2933041958042	1.03148091580708	-1.97330419580419	0.168997668997669	2.54451125011225	0.0756820057532504	-0.862724394414678
191	Bulgaria	72.14	50	73.0217482517482	1.19002435726194	-0.881748251748237	0.224941724941725	2.62368560759515	0.0231216511867963	-0.399168800103876
192	Bulgaria	73.005	55	73.7501923076923	1.36250296692514	-0.745192307692292	0.294871794871795	2.62824671750592	0.026155444827191	-0.35368242516299
193	Burkina Faso	31.975	0	34.6846923076923	1.11161364684703	-2.70969230769231	0.294871794871795	1.87061878057027	0.51955617960145	-1.57633559321666
